psraid,sample,int_date,lang,form,llitext1,qs1,live1,reg,oftvote,eminuse,intmob,home3nw,bbhome1f1,bbhome1f2,bbhome2,device1a,smart1,intfreq,device1b,device1c,device1d,act112,act124,act125,act135,act136,act127,act128,act129,sns2a,sns2b,sns2c,sns2d,sns2e,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q2a,q2b,q2c,q2d,q2e,q2f,q3,q4,books1,books2a,books2b,books2c,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q8d,libusea,libuseb,libusec,lib_frq,libst_frq,libapp_frq,libmob,libvisit,ebk_awr,ebk_brw,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q10,q11a,q11b,q11c,q11d,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q16a,q16b,q17a,q17b,q17c,q17d,q18a,q18b,q18c,q18d,sex,age,marital,par,kidage1,educ2,emplnw,disa,party,partyln,ideo,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,hh1,hh3,zipcode,usr,cregion,state,weight,standwt
203802,2,32916,1,2, ,2,2,2, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,2,2, , , , , ,1,2,2,2,1,1,2,2,4,1,3,2,1,4,2,1,2,1,2,1,3, ,5,3,1,4,3,2,1,1,3,4,4, ,2,3,8, ,1,2,2, , ,1,2,1, , ,2,2,2, , , ,2,1,1,1,1,1,1,1,1,1,2,1, , ,2,1, , ,2,2,1,33,1,2, ,8,1,2,3,8,4,1,1,2, , ,1,6,2,2,75159,S,3,48,1.8125,0.597733841
203804,2,32916,1,1, ,2,3,1,2,1,1,1,2, , , ,1,1,1,1,1,2,2,2,1,2, , , , , , , ,2,2,2,2,2,2,1,2,2,4,1,2,1,1,4,2,1,50,1,1,1,5,1,5,5,5,1,2,2,1,1,1,4,2,3,2,3,1,1,1,2,2,2,2, , ,2, , , , ,1,1,1,1, , , ,1,1,1,1,1,1,1,1,1,2,2, , ,1,1, , ,2,68,1,2, ,8,3,2,1, ,3,2,1, , , , ,9,2,2,32963,S,3,12,1.125,0.371007212
203805,2,32916,1,2, ,2,4,1,2,1,1, , ,2, , ,1,4,1,1,1, , , , , ,2,2,2, , , , , ,2,1,2,2,1,1,2,1,3,2,1,3,1,3,2,1,6,1,2,2, , , , ,2,5,5,1,1,2,3,4, , , ,3,2, ,2,2,2, , ,1,2,1, , ,2,2,2, , , , , , ,8,2,2,1,4,3,2,3,1, , ,2,1, , ,4,2,2,39,1,1,0,6,1,2,1, ,1,2,1, , , , ,7,5,2,42602,R,3,21,6.0625,1.99931664
203807,2,32916,1,2, ,2,2,1,2,1,1, , ,2, , ,1,1,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,1,1,2,2,4,2,2,1,1,4,2,1,3,1,2,2, , , , ,3,2,1,2,1,3,3,3, , , ,3,1,2,2,2,1, , ,2,2,1, , ,2,2,2, , , , , , ,1,1,1,1,1,2,1,1,1, , ,1,1, , ,1,2,2,26,1,2, ,6,1,2,1, ,2,2,1, , , , ,5,2,2,36870,S,3,1,2.59375,0.855377738
203814,2,32916,1,2, ,2,2,1,2,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,2,2, , , , , ,2,1,2,2,1,1,2,1,3,1,4,1,1,4,2,1,3,2,1,2, , , , ,1,1,1,1,2,1,1, ,4,4,1,3,1,1, , , , , , , ,2, , , , ,2, , , ,2,2,2,9,3,8,8,8,8,8,2,2, , ,3,2, , ,4,8,1,37,1,1,0,6,1,2,1, ,1,1,1, , , ,1,9,3,2,78704,U,3,48,2.03125,0.669874132
203817,2,32916,1,2, ,2,3,1,1,1,2, , ,2, , ,1,3,1,1,1, , , , , ,2,2,2, , , , , ,1,2,1,2,2,1,1,2,4,4,3,4,2,3,9,2,30,1,2,1,5,5,5,5,1,1,1,2,1,1,8,3,3, ,2,3,1,1,1,1,2, , ,2,2,2, , , , ,2, , , ,2,1,2,1,8,8,1,1,1,1,1,1, , ,2,1, , ,2,2,1,70,1,2, ,8,4,2,3,2,3,2,1, , , , ,99,2,2,28560,R,3,37,1.3125,0.432841747
203818,2,32916,1,1, ,2,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,2,1,1, , , , , , ,6,2,1,2,2,2,2,2,2,2,3,1,3,1,1,3,2,1,2,1,2,2, , , , ,1,3,1,1,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,3,3,2,3,3,3,3,2,3,3, , ,4,3, , ,1,38,2,1,1,6,1,2,1, ,2,2,1, , , , ,7,6,2,46254,U,2,18,2.9375,0.968741052
203823,2,32916,1,2, ,2,1,1,1,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,2,2, , , , , ,1,2,2,1,1,1,1,1,2,2,2,1,1,4,2,1,5,1,2,2, , , , ,1,1,1,1,1,2,3,4, , , ,3,1,2,2,2,1, , ,2,2,2, , , , ,1, , , , , , ,2,2,2,2,2,3,2,2,1, , ,1,1, , ,2,2,2,45,1,2, ,6,1,2,3,2,3,2,2, , , , ,99,99,2,27613,U,3,37,1.90625,0.628651109
203825,2,32916,1,2, ,2,2,1,2,1,1, , ,2, , ,1,2,2,2,1, , , , , ,1,2,2, , , , , ,2,2,2,2,2,1,2,2,4,1,4,2,1,4,2,1,2,1,2,1, , ,5,2,5,2,5,1,2,2,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,2,1,2,1,2,1, , ,1,2, , ,3,3,1,24,6,2, ,3,2,2,4,2,2,2,1, , , , ,2,5,5,48101,S,2,26,3.9375,1.298525241
203832,2,32916,1,2, ,2,1,1,5,1,1, , ,2, , ,1,1,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,1,3,2,1,2,2,1,2,2,2,1, , ,2,2,2,1,2,1,3,1,3, ,4, ,1,3,1,2, , , , , , , , , , , , ,2, , , ,2,1,1,1,2,2,2,2,2,1,3,1, , ,1,1, , ,2,2,1,21,6,2, ,4,4,2,2, ,4,2,3, , , , ,6,1, ,34608,S,3,12,2.71875,0.896600761
203834,2,32916,1,1, ,2,3,1,1,1,1,1,2, , , ,8,3,2,2,1,2,2,2,2,8, , , , , , , , ,2,2,2,2,2,2,2,2,4,1,4,2,2,3,8,2,1,1,1,1, , ,1,5,5,1,2,2,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,8,8,8,8,8,8,3,8,1,8, , ,8,8, , ,2,72,6,2, ,6,2,2,3,8,4,2,2, , , , ,2,1, ,34953,U,3,12,1.375,0.453453259
203852,2,32916,1,1, ,2,3,1,2,1,1,1,2, , , ,1,5,2,2,2,2,1,2,1,1, , , , ,6, ,6,1,1,2,2,2,2,1,2,1,4,1,1,2,2,4,2,2,0, , , , , , , ,1,2,2,2,2,1,3, ,4, ,1,3,8, , , , , , , , ,2, , , , ,2,2,2,2, , , ,1,1,1,1,2,2,1,1,1,1,1, , ,1,1, , ,2,47,1,2, ,4,2,2,3,2,4,2,2, , , , ,6,3,3,71001,R,3,22,3.71875,1.226384949
203853,2,40316,1,2, ,2,2,1,3,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,1,2,1,1,1,2,2,2,2,1,1,2,1,4,2,1,30,1,2,1,2, ,5,2,1,2,1,1,1,3,3,4, , , ,3,8, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,3,1,1,4,8,1,1, , ,1,2, , ,8,4,1,34,1,1,0,8,1,2,5,1,3,2,1,5, , , ,6,5,2,75243,S,3,48,2.3125,0.762625935
203858,2,32916,1,2, ,2,1,1,1,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,1,2, , , , , ,2,2,1,1,1,1,2,1,4,1,3,1,1,4,2,1,0, , , , , , , ,5,1,1,2,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,3,2,3,3,2,3,2, , ,1,1, , ,2,3,1,31,6,2, ,8,1,2,1, ,3,2,1,3, , , ,7,1, ,77339,U,3,48,2.3125,0.762625935
203862,2,32916,1,2, ,2,2,3, ,1,1, , ,2, , ,1,1,2,2,1, , , , , ,2,2,2, , , , , ,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,0, , , , , , , ,1,1,2,1,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,2,2,2,2,3,2,2,2, , ,3,1, , ,2,4,2,34,2,1,3,6,1,2,3,2,4,2,1, , , , ,3,5,2,83714,U,4,16,2.6875,0.886295005
203872,2,32916,1,1, ,2,2,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,1,1, , , ,1,1,3,5,1,1,1,2,1,2,1,2,1,3,2,2,2,1,4,2,1,0, , , , , , , ,1,1,1,1,1,3,3,3, , , ,3,8, ,1,1,1,2,2, , ,1,1,1, , ,2, , , , , , ,1,1,1,1,1,1,1,1,1,3,3, , ,4,3, , ,1,54,1,1,1,6,1,2,2, ,3,2,2, , , , ,9,5,2,91784,S,4,6,2,0.659568376
203876,2,32916,1,2, ,2,3,1,2,1,1, , ,2, , ,1,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,1,2,2,1,2,2,1,2,4,2,2,3,1,2,24,1,1,2, , , , ,5,1,3,1,1,1,3,1,3, ,2,3,1,2,1,1,2, , ,2,1,1, , ,2,1,2, , , ,2,2,2,1,1,1,1,1,1,1,1,1, , ,2,1, , ,2,1,2,58,2,2, ,5,4,2,1, ,2,2,1, , , , ,4,2,2,83686,U,4,16,2.8125,0.927518029
203877,2,32916,2,2, ,2,1,3, ,2,1, , ,5, , ,8,5,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,3,4,4,4,4,2,8,1,0, , , , , , , ,5,5,5,5,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,8,1,2,1,1,1,1,2,1, , ,1,1, , ,3,3,2,58,1,2, ,2,1,2,4,8,4,1,1, , , ,3,2,5,4,85031,U,4,4,6.875,2.267266293
203879,2,32916,1,2, ,2,2,3, ,1,1, , ,2, , ,1,1,1,1,1, , , , , ,2,2,2, , , , , ,1,1,1,1,2,1,1,1,4,1,2,1,1,4,2,1,3,1,2,1,2,2,5,2,5,3,1,1,2,2,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,1,1,2,2,1,1,2, , ,1,1, , ,3,3,2,26,6,1,1,4,1,2,2, ,4,1,7, , , ,1,3,4,2,91387,S,4,6,3.125,1.030575588
203882,2,32916,1,1, ,2,3,1,2,1,1,1,2, , , ,1,2,2,1,1,2,2,1,1,1, , , , , ,5,5,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2, , , , ,2,4,1,3,1,3,3,4, , , ,1,1,2,2,2,2,2,1, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,2,1,1,3, , ,2,2, , ,2,46,2,1,0,3,1,2,2, ,3,2,1, , , , ,5,3,2,80910,U,4,8,2.75,0.906906517
203886,2,33016,1,2, ,2,1,1,1,1,1, , ,4, , ,1,4,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,5,1,2,2, , , , ,5,1,1,3,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,1,2,1,8,8,1,2,1, , ,2,2, , ,2,2,2,72,1,2, ,4,3,2,3,1,2,2,1, , , , ,6,2,2,85251,U,4,4,1.71875,0.566816573
203895,2,33016,1,2, ,2,1,1,2,1,1, , ,2, , ,1,2,2,1,1, , , , , ,1,2,2, , , , , ,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,1,40,1,2,1,4, ,3,5,2,3,2,2,1,3,3,4, , , ,3,8, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,2,2,2,2,4,2,2,2, , ,1,1, , ,2,4,1,30,1,1,2,8,1,2,3,2,5,2,2, , , , ,6,5,1,20785,S,3,24,2.3125,0.762625935
203898,2,33016,1,2, ,2,1,3, ,1,1, , ,8, , ,1,2,2,2,1, , , , , ,2,1,2, , , , , ,1,2,2,2,3,1,2,2,2,1,2,1,1,2,2,1,20,1,1,1, , ,5,3,1,1,1,1,1,1,3,3,3, ,1,3,1,2,1,1,1, , ,2,2,1, , ,2,2,2, , , ,2,1,1,1,2,2,1,2,2,1,2,2, , ,2,1, , ,2,3,2,17,6,2, ,2,7,2,1, ,3,2,1, , , , ,6,3,2,30519,S,3,13,3.5625,1.17485617
203899,2,33016,1,1, ,2,2,1,3,1,1,1,4, , , ,1,3,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,1,2,2,1,3,1,4,3,4,1,2,97,1,2,2, , , , ,3,1,2,2,1,3,3,4, , , ,3,8, ,1,2,1,2,2, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,2,1,1,3, , ,1,1, , ,2,33,6,2, ,3,1,2,2, ,5,2,1, , , , ,7,1, ,33020,S,3,12,6.9375,2.287877805
203903,2,33116,1,2, ,2,3,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,1,2, , , , , ,2,2,2,1,2,1,2,1,3,2,3,1,1,4,2,1,3,1,2,2, , , , ,4,4,1,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,8,3,1,2,3,1,3,8, , ,2,1, , ,2,4,1,27,6,2, ,8,1,2,2, ,4,2,1, , , , ,5,1, ,27403,U,3,37,2.53125,0.834766226
203917,2,33016,1,2, ,2,3,1,1,1,1, , ,2, , ,1,2,1,2,1, , , , , ,2,2,2, , , , , ,1,2,1,1,1,1,1,2,2,1,2,3,1,4,2,2,8,2,2,1, ,2,4,2,1,3,1,1,1,3,3,3, , , ,2,1,2,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,2,1,1,1,1, , ,2,1, , ,2,2,2,58,1,1,0,4,1,2,1, ,1,2,1, , , , ,5,4,3,37738,R,3,47,2.625,0.865683494
203918,2,33016,1,1, ,2,2,1,1,1,1,1,2, , , ,1,2,2,2,1,2,2,2,1,2, , , , , , , ,1,2,2,1,2,3,2,2,2,3,1,3,1,1,3,2,1,0, , , , , , , ,5,1,1,1,1,1,3,1,4, ,1,3,1,2,1,2,2,2,2, , ,1,2,2, , ,2,1,1,2, , , ,1,2,2,2,8,2,1,1,1,3,3, , ,4,4, , ,1,63,1,2, ,6,3,2,1, ,3,2,1, , , , ,8,2,2,44094,S,2,39,1.0625,0.3503957
203919,2,33016,1,2, ,2,4,1,2,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,3,1,2,2,4,2,2,2,2,2,1,1,0, , , , , , , ,5,4,1,5,1,3,3,4, , , ,3,8, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,8,8,8,8,8,8,8,3,3, , ,1,1, , ,2,8,2,77,3,2, ,3,3,1,3,1,2,2,1, , , , ,1,1, ,14814,S,1,36,1.75,0.577122329
203921,2,33016,1,1, ,2,2,3, ,1,1,1,4, , , ,1,2,2,2,2,2,2,2,1,2, , , , , , , ,5,2,2,2,2,3,2,2,2,1,2,4,2,1,2,2,1,0, , , , , , , ,5,1,2,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,2,1,1,1,1,1,1,1,3, , ,1,1, , ,1,60,3,2, ,2,3,1,3,1,1,2,1, , , , ,1,1, ,33549,S,3,12,3.65625,1.205773438
203929,2,33016,1,1, ,2,3,3, ,1,1,1,2, , , ,1,2,2,2,1,2,2,2,1,2, , , , , , , ,5,1,2,2,2,2,1,2,1,4,2,4,2,1,2,2,1,16,1,2,1, , ,2,5,1,1,1,1,3,2,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,2,2,1,4,1,3,1,2,3, , ,2,2, , ,1,22,2,2, ,5,4,2,3,1,3,2,1, , , , ,2,6,6,70802,U,3,22,5.78125,1.906564837
203935,2,33016,1,1, ,2,2,1,1,1,2,1,2, , , ,2,2,2,2,1,2,2,2,1,1, , , , , , ,3,3,1,2,1,1,2,1,2,2,4,4,4,1,1,4,2,1,12,1,2,2, , , , ,1,2,1,3,1,1,3,4,4, ,2,3,1,2,1,1,2,2,2, , ,1,2,1, , ,1,1,1,1, , , ,1,1,1,1,1,1,1,2,1,1,3, , ,8,1, , ,1,70,1,2, ,8,3,2,2, ,3,2,2, , , , ,7,4,4,20147,S,3,51,1.34375,0.443147503
203936,2,33016,1,2, ,2,2,1,2,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,1,2,3,1,1,1,1,4,2,1,6,1,2,1,2,5,5,4,3,2,1,2,2,2,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,2,1, , ,1,1, , ,1,1,2,64,1,2, ,4,1,2,1, ,3,2,1, , , , ,8,2,2,66215,S,2,20,2.5,0.82446047
203940,2,33016,1,1, ,2,4,1,1,1,1,1,2, , , ,1,1,1,1,1,2,2,1,1,1, , , , , ,3,3,1,1,1,2,1,2,1,1,1,4,1,4,4,1,4,2,1,99, , , , , , , ,1,1,3,3,1,1,3,3,3, ,2,3,1,2,1,2,1,2,2, , ,1,1,1, , ,2,1,1,2, , , ,1,1,1,2,1,2,1,2,1,1,3, , ,2,2, , ,2,36,1,1,0,6,1,1,3,2,3,2,2, , , , ,8,4,2,30815,S,3,13,3.90625,1.288219485
203943,2,33016,1,1, ,2,2,1,3,1,1,1,5, , , ,1,2,2,1,1,1,1,2,1,2, , , ,8,3, , ,2,2,2,2,2,2,2,2,2,4,2,4,2,1,4,2,1,0, , , , , , , ,5,2,1,3,1,3,3,4, , , ,3,8, ,2,2,2,2,2, , ,1,2,2, , ,1, , , , , , ,8,8,2,8,8,8,1,3,1,1,4, , ,3,1, , ,1,81,1,2, ,4,3,2,4,1,2,2,1, , , , ,3,2,2,28037,R,3,37,2.8125,0.927518029
203952,2,33016,1,1, ,2,4,1,1,1,2,1,2, , , ,2,2,2,2,1,2,2,2,1,2, , , , , , , ,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,2,6,1,2,2, , , , ,5,2,1,4,1,3,3,2, , , ,3,8, ,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,2,1,2,3, , ,3,1, , ,1,71,1,2, ,5,3,2,1, ,1,2,1, , , , ,5,2,2,4224,R,1,23,1.8125,0.597733841
203956,2,33016,1,1, ,2,1,1,4,2,2, , , , , ,8, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,4,8,4,4,2,4,1,8,0, , , , , , , ,5,5,5,4,1,3,3,4, , , ,3,1,2,2,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,2,2,2,2,2,1,2,8,1,4, , ,4,2, , ,2,58,3,2, ,4,3,1,3,8,4,2,1, , , , ,4,1, ,55119,S,2,27,3.375,1.113021635
203960,2,33016,1,2, ,2,3,1,1,1,1, , ,2, , ,1,2,1,1,1, , , , , ,1,1,1, , , , , ,1,2,2,1,2,1,2,2,4,1,4,4,4,4,2,1,15,1,1,1,3,5,4,4,5,3,1,3,1,3,3,4, , , ,3,8, ,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,8,1,35,6,1,3,3,1,2,3,1,4,2,2, , , , ,8,4,2,63130,S,2,29,2.53125,0.834766226
203963,2,33016,1,2, ,2,3,1,2,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,3,2,2,2,1,4,2,1,30,1,2,1,3, ,1,4,5,1,3,3,2,1,1, ,4,4,1,3,1,2, , , , , , , ,2, , , , ,2, , , ,1,1,1,1,1,1,2,1,1,1,1,1, , ,1,1, , ,1,2,2,50,2,2, ,8,6,1,2, ,3,2,1, , , , ,5,2,2,65807,U,2,29,1.78125,0.587428085
203968,2,40316,1,1, ,2,9,3, ,2,2, , , , , ,8, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,3,2,1,4,1,1,0, , , , , , , ,5,5,5,5,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,1,1,1,2,1,8,1,3,8,1,2, , ,8,1, , ,1,73,1,2, ,1,3,2,2, ,3,2,9, , , , ,1,4,3,39208,S,3,28,4.0625,1.339748264
203975,2,33016,1,1, ,2,1,3, ,1,1,1,2, , , ,1,2,2,1,1,2,1,1,1,1, , , , ,2,5,5,1,1,2,2,2,2,1,2,1,2,3,2,1,1,3,1,2,20,1,2,1,2, ,2,5,1,2,1,1,1,1,3,4,4, ,2,3,2, ,1,2,2,2,2, , ,2, , , , ,2,2,2,2, , , ,1,2,2,2,2,3,2,2,2,1,2, , ,2,2, , ,2,22,6,2, ,6,2,2,2, ,3,2,2, , , , ,1,1, ,32817,S,3,12,2.34375,0.772931691
203976,2,33016,1,1, ,2,3,1,3,1,1,1,2, , , ,1,2,2,1,1,2,1,1,1,1, , , , ,6,5,6,3,1,2,2,2,1,1,2,1,1,1,4,2,1,4,1,2,6,1,2,1,2, ,5,2,5,2,2,1,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,1, , , , , , ,1,2,2,1,1,1,1,3,1,1,2, , ,3,1, , ,2,36,1,1,0,6,1,2,2, ,3,2,1, , , , ,8,3,2,35222,U,3,1,4.34375,1.432500067
203979,2,33016,1,2, ,2,2,1,2,1,1, , ,2, , ,1,3,2,2,1, , , , , ,2,2,2, , , , , ,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,5,1,2,2, , , , ,3,4,2,3,1,1,3,3,4, ,2,3,1,2,1,1,2, , ,2,2,1, , ,2,1,2, , , ,2,2,1,1,3,1,1,3,3,1,2,1, , ,1,1, , ,3,8,2,70,1,2, ,6,3,2,2, ,4,2,2, , , , ,5,2,2,7020,S,1,34,1.65625,0.546205061
203987,2,33016,1,2, ,2,1,2, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,2,2, , , , , ,2,2,1,1,1,1,2,1,3,2,3,2,1,3,2,2,0, , , , , , , ,1,2,1,2,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,3,1, , ,3,1,1,68,1,2, ,6,5,2,2, ,3,2,2, , , , ,9,2,2,10037,U,1,36,2.21875,0.731708667
203988,2,33016,1,2, ,2,3,3, ,1,1, , ,2, , ,1,2,2,1,2, , , , , ,1,1,2, , , , , ,1,2,2,2,2,1,1,1,3,2,2,1,2,2,2,1,10,1,2,2, , , , ,1,1,1,3,1,1,3,4,4, ,1,3,1,1,2,1,1, , ,2,2,1, , ,2,1,1, , , ,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,2,1,17,6,2, ,3,7,2,3,1,4,1,7, , , ,1,2,6,2,80817,S,4,8,2.1875,0.721402911
203996,2,33016,1,2, ,2,2,1,2,1,1, , ,2, , ,1,1,1,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,1,4,1,4,1,1,4,2,1,3,1,2,1, ,5,2,5,1,2,2,3,1,1,1,1,1,4,2,3,2, ,1,2,1, , ,2,2,1, , ,1,1,2, , , ,1,2,1,1,1,2,1,1,1,1,1,1, , ,3,1, , ,1,4,2,39,3,2, ,5,1,2,3,2,8,2,2,5, , , ,3,1, ,80910,U,4,8,6.9375,2.287877805
204003,2,40116,2,1, ,2,1,3, ,2,1,1,4, , , ,1,2,2,2,1,2,2,2,2,2, , , , , , , , ,2,1,2,2,1,1,2,1,2,8,4,2,2,2,2,1,0, , , , , , , ,3,3,3,3,1,3,3,4, , , ,3,1,2,2,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1,1,3, , ,1,1, , ,1,47,1,1,0,3,1,1,2, ,2,1,7, , , ,3,3,6,5,11435,U,1,36,3.65625,1.205773438
204007,2,33016,2,2, ,2,1,3, ,1,1, , ,1,2, ,8,4,1,2,1, , , , , ,1,2,2, , , , , ,2,1,1,1,1,1,1,1,2,3,2,1,2,4,2,1,6,1,1,1, ,1,5,5,2,5,4,1,1,3,1,4, ,1, ,3,1,1,2,2,2, , ,2,1,2, , , , ,2, , , ,2,2,1,2,2,4,4,4,4,2,3,3, , ,1,1, , ,4,4,2,42,1,1,0,1,4,2,3,9,5,1,1, , , ,3,4,4,2,30096,S,3,13,6.9375,2.287877805
204015,2,33016,1,2, ,2,3,1,1,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,2,4,1,4,2,1,4,9,9,15,1,2,2, , , , ,5,1,3,2,1,1,1,2,2,2,1,3,1,1,1,2,1, , ,2,1,1, , ,2,2,2, , , ,2,1,2,2,2,3,4,2,3,1,3,8, , ,3,1, , ,3,4,2,54,9,2, ,8,4,1,2, ,5,2,1, , , , ,6,1, ,27539,S,3,37,2.96875,0.979046808
204020,2,33016,1,1, ,2,4,1,2,2,2, , , , , ,2, ,2,2,1, , , , , , , , , , , , , ,2,2,2,1,2,1,2,2,4,4,4,2,3,4,1,2,0, , , , , , , ,3,2,2,3,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,8,3,3,2,3,3,2,3,2,2,3, , ,4,2, , ,1,56,1,2, ,4,1,2,3,9,3,2,1, , , , ,5,2,2,4443,R,1,23,2.125,0.7007914
204021,2,33016,1,1, ,2,4,1,2,1,1,1,2, , , ,1,2,2,1,1,2,2,2,1,2, , , , , , , ,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,2,3,1,2,2, , , , ,1,3,2,2,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,2,2,3,2,2,2,1,2,2,3,3, , ,3,2, , ,2,50,1,1,0,6,2,2,3,1,3,2,1, , , , ,9,5,4,3049,S,1,33,2.125,0.7007914
204023,2,33016,1,2, ,2,3,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,2,2, , , , , ,1,2,2,2,2,1,1,1,1,1,2,1,1,4,2,1,24,1,1,1,1, ,5,1,1,2,3,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,2,2,1,4,1,2,3,2, , ,1,1, , ,1,2,2,27,1,1,2,4,2,2,2, ,3,2,1, , , , ,2,5,2,34759,S,3,12,3,0.989352564
204026,2,33016,1,2, ,2,3,1,1,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,30,1,1,1,1,1,5,5,1,1,1,1,1,1,1,2,2,3,1,3,1,1,1,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,1,2,2,1,2,1,1,1,1, , ,3,2, , ,3,4,1,55,1,1,0,6,1,2,3,2,4,2,1, , , , ,7,4,3,27713,U,3,37,1.25,0.412230235
204038,2,33016,1,2, ,2,1,1,1,1,1, , ,2, , ,1,2,2,2,1, , , , , ,2,1,2, , , , , ,2,1,1,1,2,2,1,2,4,1,1,4,1,2,2,1,0, , , , , , , ,1,3,1,1,1,3,3,4, , , ,3,1,2,2,2,1, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,3,1,57,6,2, ,8,4,2,3,1,3,1,1, , , ,1,2,1, ,19103,U,1,42,1.59375,0.52559355
